epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.2549457252025604,0.43267637491226196,0.2549457252025604,0.15989181399345398,0.32644081115722656,0.1598917841911316
1,0.12314773350954056,0.27915698289871216,0.12314772605895996,0.07400938123464584,0.21236920356750488,0.07400938123464584
2,0.06238829717040062,0.19145548343658447,0.06238830089569092,0.04961548000574112,0.16848628222942352,0.04961547628045082
3,0.048898644745349884,0.1670524924993515,0.048898644745349884,0.04306464269757271,0.15537582337856293,0.04306464642286301
4,0.04372024163603783,0.15656863152980804,0.043720245361328125,0.03908659145236015,0.14713774621486664,0.03908659517765045
5,0.04030070826411247,0.1496811807155609,0.040300704538822174,0.0363769456744194,0.14144115149974823,0.0363769456744194
6,0.03784843534231186,0.14477933943271637,0.03784843161702156,0.034307125955820084,0.13677747547626495,0.034307125955820084
7,0.03604177013039589,0.14065496623516083,0.03604177013039589,0.03284521773457527,0.13319465517997742,0.03284521773457527
8,0.0346626453101635,0.13788850605487823,0.0346626453101635,0.031498443335294724,0.1298864185810089,0.031498443335294724
9,0.03358899801969528,0.1351029872894287,0.03358899801969528,0.030529696494340897,0.1274746209383011,0.030529696494340897
10,0.0328034870326519,0.13351990282535553,0.0328034870326519,0.0301059540361166,0.12607550621032715,0.03010595217347145
11,0.03207090124487877,0.13168363273143768,0.03207090124487877,0.029427628964185715,0.12415093928575516,0.029427630826830864
12,0.03151480481028557,0.1299385279417038,0.03151480481028557,0.029112210497260094,0.12367810308933258,0.029112212359905243
13,0.03120562992990017,0.12983974814414978,0.03120563179254532,0.028904031962156296,0.12231846153736115,0.028904031962156296
14,0.030794912949204445,0.12812764942646027,0.030794912949204445,0.028298405930399895,0.12112689763307571,0.028298404067754745
15,0.030545799061655998,0.12773115932941437,0.03054579719901085,0.028364505618810654,0.12062940001487732,0.028364505618810654
16,0.030305348336696625,0.1264810860157013,0.030305350199341774,0.028029315173625946,0.12004077434539795,0.028029315173625946
17,0.03013990819454193,0.12637674808502197,0.03013991005718708,0.02803839184343815,0.11981046199798584,0.02803839184343815
18,0.029988255351781845,0.12578602135181427,0.029988257214426994,0.02789619006216526,0.119258351624012,0.02789619192481041
19,0.029867062345147133,0.1254591941833496,0.029867060482501984,0.027852538973093033,0.11891790479421616,0.027852537110447884
20,0.029752464964985847,0.12495117634534836,0.029752466827630997,0.027693036943674088,0.11895385384559631,0.027693036943674088
21,0.029726635664701462,0.12552042305469513,0.029726633802056313,0.02777388133108616,0.1183486357331276,0.027773883193731308
22,0.02966459095478058,0.12448431551456451,0.02966458722949028,0.027610240504145622,0.11856719106435776,0.027610240504145622
23,0.02956666424870491,0.12468774616718292,0.029566660523414612,0.027581222355365753,0.1184445470571518,0.027581222355365753
24,0.029486417770385742,0.12444624304771423,0.029486417770385742,0.02764466032385826,0.11767851561307907,0.027644658461213112
25,0.029475927352905273,0.12405777722597122,0.029475931078195572,0.02774295210838318,0.11794757097959518,0.02774295210838318
