epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.1964544802904129,0.3700494170188904,0.1964544802904129,0.1934439092874527,0.3627135157585144,0.1934439092874527
1,0.18439793586730957,0.354448527097702,0.18439793586730957,0.18380704522132874,0.3510550260543823,0.18380704522132874
2,0.17568114399909973,0.3421362042427063,0.17568114399909973,0.17585331201553345,0.33885306119918823,0.17585331201553345
3,0.16820403933525085,0.33016952872276306,0.16820403933525085,0.16794881224632263,0.3255370259284973,0.16794881224632263
4,0.16151626408100128,0.31859201192855835,0.16151626408100128,0.1614670604467392,0.3136911690235138,0.1614670604467392
5,0.1562180370092392,0.3087857961654663,0.1562180370092392,0.15654978156089783,0.30457165837287903,0.15654978156089783
6,0.15217605233192444,0.3010042607784271,0.15217605233192444,0.15298521518707275,0.2981950342655182,0.15298521518707275
7,0.1489940881729126,0.29490482807159424,0.1489940881729126,0.15029288828372955,0.29323482513427734,0.15029288828372955
8,0.14673195779323578,0.29054445028305054,0.14673195779323578,0.14835497736930847,0.2895694673061371,0.14835497736930847
9,0.14501407742500305,0.28695762157440186,0.14501407742500305,0.1468920260667801,0.2865684926509857,0.1468920260667801
10,0.14360125362873077,0.2838745415210724,0.14360125362873077,0.14543494582176208,0.28338608145713806,0.14543494582176208
11,0.1425088793039322,0.28153783082962036,0.1425088793039322,0.14449329674243927,0.281563937664032,0.14449329674243927
12,0.14163213968276978,0.2796784043312073,0.14163213968276978,0.1436007171869278,0.279708594083786,0.1436007171869278
13,0.1408291757106781,0.2779729664325714,0.1408291757106781,0.142869770526886,0.27843114733695984,0.142869770526886
14,0.14009584486484528,0.27642643451690674,0.14009584486484528,0.14201684296131134,0.27662956714630127,0.14201684296131134
15,0.1394236534833908,0.27501386404037476,0.1394236534833908,0.14131487905979156,0.2753064036369324,0.14131487905979156
16,0.13882336020469666,0.27363842725753784,0.13882336020469666,0.14083020389080048,0.27403637766838074,0.14083020389080048
17,0.1382402926683426,0.2723782956600189,0.1382402926683426,0.14018264412879944,0.27273765206336975,0.14018264412879944
18,0.13768728077411652,0.271090567111969,0.13768728077411652,0.13970744609832764,0.271686315536499,0.13970744609832764
19,0.13718865811824799,0.2698493003845215,0.13718865811824799,0.13918150961399078,0.27029937505722046,0.13918150961399078
20,0.13671517372131348,0.2687190771102905,0.13671517372131348,0.13860280811786652,0.26917895674705505,0.13860280811786652
21,0.13618890941143036,0.2675619125366211,0.13618890941143036,0.13814303278923035,0.26827946305274963,0.13814303278923035
22,0.1357276737689972,0.2664868235588074,0.1357276737689972,0.13770930469036102,0.26731744408607483,0.13770930469036102
23,0.1352875530719757,0.2654191255569458,0.1352875530719757,0.13728563487529755,0.26631927490234375,0.13728563487529755
24,0.1348528414964676,0.2643623650074005,0.1348528414964676,0.13672003149986267,0.26510870456695557,0.13672003149986267
25,0.13440683484077454,0.2632707953453064,0.13440683484077454,0.13615790009498596,0.2636692225933075,0.13615790009498596
26,0.13401126861572266,0.2622710168361664,0.13401126861572266,0.13566231727600098,0.262212336063385,0.13566231727600098
27,0.13359442353248596,0.2611490488052368,0.13359442353248596,0.1352095901966095,0.2612873911857605,0.1352095901966095
28,0.13292570412158966,0.25996091961860657,0.13292570412158966,0.133152037858963,0.25877124071121216,0.133152037858963
29,0.13007621467113495,0.2568671703338623,0.13007621467113495,0.12511178851127625,0.25146374106407166,0.12511178851127625
30,0.11751114577054977,0.24612200260162354,0.11751114577054977,0.10484304279088974,0.23551885783672333,0.10484304279088974
31,0.09727839380502701,0.22523315250873566,0.09727839380502701,0.0960986465215683,0.22028303146362305,0.0960986465215683
32,0.09096556901931763,0.21278685331344604,0.09096556901931763,0.09331926703453064,0.2106330841779709,0.09331926703453064
33,0.08850166201591492,0.20702460408210754,0.08850166201591492,0.09003563225269318,0.206215500831604,0.09003563225269318
34,0.08371108770370483,0.20034122467041016,0.08371108770370483,0.08102057129144669,0.1968870908021927,0.08102057129144669
35,0.07044713944196701,0.1833341270685196,0.07044713944196701,0.06781871616840363,0.179629385471344,0.06781871616840363
36,0.060672689229249954,0.16990315914154053,0.060672689229249954,0.061347898095846176,0.16818560659885406,0.061347898095846176
37,0.05026307329535484,0.1580975353717804,0.05026307329535484,0.04400341957807541,0.15710298717021942,0.04400341957807541
38,0.03490683063864708,0.14208446443080902,0.03490683063864708,0.03198733925819397,0.13496340811252594,0.03198733925819397
39,0.026513520628213882,0.12433838844299316,0.026513520628213882,0.026801183819770813,0.12021023780107498,0.026801183819770813
40,0.02408968098461628,0.1176532655954361,0.02408968098461628,0.025747938081622124,0.11639546602964401,0.025747938081622124
41,0.023310430347919464,0.11554908752441406,0.023310430347919464,0.024550287052989006,0.11374431848526001,0.024550287052989006
42,0.02239927649497986,0.11370060592889786,0.02239927649497986,0.023639380931854248,0.1119387224316597,0.023639380931854248
43,0.021473798900842667,0.11129011958837509,0.021473798900842667,0.02301786094903946,0.11028631776571274,0.02301786094903946
44,0.02077745832502842,0.10942443460226059,0.02077745832502842,0.022255809977650642,0.10845451802015305,0.022255809977650642
45,0.020210040733218193,0.10804642736911774,0.020210040733218193,0.021693916991353035,0.10775577276945114,0.021693916991353035
46,0.019557232037186623,0.10646457970142365,0.019557232037186623,0.021058017387986183,0.1060343086719513,0.021058017387986183
47,0.019049199298024178,0.10511434078216553,0.019049199298024178,0.020526418462395668,0.10455550998449326,0.020526418462395668
48,0.018537264317274094,0.10369030386209488,0.018537264317274094,0.019945688545703888,0.10343413054943085,0.019945688545703888
49,0.018081089481711388,0.10259851813316345,0.018081089481711388,0.019409406930208206,0.10216855257749557,0.019409406930208206
50,0.017619026824831963,0.10140551626682281,0.017619026824831963,0.019085954874753952,0.10212676227092743,0.019085954874753952
51,0.017158975824713707,0.10012416541576385,0.017158975824713707,0.0185062475502491,0.10053223371505737,0.0185062475502491
52,0.01671292632818222,0.09879719465970993,0.01671292632818222,0.018096880987286568,0.09896007925271988,0.018096880987286568
53,0.016300944611430168,0.09738025814294815,0.016300944611430168,0.017600184306502342,0.0975688025355339,0.017600184306502342
54,0.01589575782418251,0.09615911543369293,0.01589575782418251,0.017121179029345512,0.09621176868677139,0.017121179029345512
55,0.015506381168961525,0.09484610706567764,0.015506381168961525,0.016728200018405914,0.0949876606464386,0.016728200018405914
56,0.01515059731900692,0.09378144890069962,0.01515059731900692,0.016259081661701202,0.09378768503665924,0.016259081661701202
57,0.014754420146346092,0.09233216941356659,0.014754420146346092,0.01590813137590885,0.09226968139410019,0.01590813137590885
58,0.014364432543516159,0.09100956469774246,0.014364432543516159,0.015448168851435184,0.09124491363763809,0.015448168851435184
59,0.013979860581457615,0.08997155725955963,0.013979860581457615,0.01500071119517088,0.09037661552429199,0.01500071119517088
60,0.01362981740385294,0.08892636001110077,0.01362981740385294,0.0146065354347229,0.08891697973012924,0.0146065354347229
61,0.013269493356347084,0.08772148191928864,0.013269493356347084,0.01419568806886673,0.08773212134838104,0.01419568806886673
62,0.012904137372970581,0.08649440854787827,0.012904137372970581,0.013768093660473824,0.08644825220108032,0.013768093660473824
63,0.012550508603453636,0.08506210893392563,0.012550508603453636,0.013413364067673683,0.0850914791226387,0.013413364067673683
64,0.012208418920636177,0.08379700034856796,0.012208418920636177,0.013024806044995785,0.08382415026426315,0.013024806044995785
65,0.01187655795365572,0.08264613151550293,0.01187655795365572,0.0126753905788064,0.08286252617835999,0.0126753905788064
66,0.011558343656361103,0.08140122890472412,0.011558343656361103,0.012378053739666939,0.08178681135177612,0.012378053739666939
67,0.011252258904278278,0.08024509996175766,0.011252258904278278,0.011990293860435486,0.08067397028207779,0.011990293860435486
68,0.010987535119056702,0.0792941153049469,0.010987535119056702,0.011672128923237324,0.07962510734796524,0.011672128923237324
69,0.010708462446928024,0.07815572619438171,0.010708462446928024,0.01140862237662077,0.0785493552684784,0.01140862237662077
70,0.010453657247126102,0.07710225880146027,0.010453657247126102,0.011198582127690315,0.07772134989500046,0.011198582127690315
71,0.010237351059913635,0.07648489624261856,0.010237351059913635,0.010873045772314072,0.07705959677696228,0.010873045772314072
72,0.009974319487810135,0.0755113810300827,0.009974319487810135,0.010594367980957031,0.07570707052946091,0.010594367980957031
73,0.009728606790304184,0.07422924041748047,0.009728606790304184,0.01036854088306427,0.07469287514686584,0.01036854088306427
74,0.009505340829491615,0.07320816814899445,0.009505340829491615,0.010156864300370216,0.0738767459988594,0.010156864300370216
75,0.009305069223046303,0.07238028198480606,0.009305069223046303,0.009956523776054382,0.07305800169706345,0.009956523776054382
76,0.009112655185163021,0.0714503675699234,0.009112655185163021,0.009734888561069965,0.07217966765165329,0.009734888561069965
77,0.008932418189942837,0.0707731693983078,0.008932418189942837,0.009499436244368553,0.0713869109749794,0.009499436244368553
78,0.008748208172619343,0.07016491889953613,0.008748208172619343,0.009328504092991352,0.0707932561635971,0.009328504092991352
79,0.00858252588659525,0.0693400576710701,0.00858252588659525,0.00913267768919468,0.06998354941606522,0.00913267768919468
80,0.008411277085542679,0.06853575259447098,0.008411277085542679,0.008938518352806568,0.06922414153814316,0.008938518352806568
81,0.008268938399851322,0.06777676939964294,0.008268938399851322,0.008873636834323406,0.06883604824542999,0.008873636834323406
82,0.00813678652048111,0.06721854209899902,0.00813678652048111,0.008712702430784702,0.06830818206071854,0.008712702430784702
83,0.007995097897946835,0.06655625253915787,0.007995097897946835,0.008543767966330051,0.06767089664936066,0.008543767966330051
84,0.007872804999351501,0.06590960174798965,0.007872804999351501,0.008350559510290623,0.06707584857940674,0.008350559510290623
85,0.007775506470352411,0.06571726500988007,0.007775506470352411,0.00822693482041359,0.06683562695980072,0.00822693482041359
86,0.007654811721295118,0.06511455774307251,0.007654811721295118,0.008162708021700382,0.06632733345031738,0.008162708021700382
87,0.007541442755609751,0.06440567970275879,0.007541442755609751,0.008126014843583107,0.06598392128944397,0.008126014843583107
88,0.0074531943537294865,0.06391409039497375,0.0074531943537294865,0.007961011491715908,0.06545469909906387,0.007961011491715908
89,0.00737314997240901,0.06360363960266113,0.00737314997240901,0.007838575169444084,0.06494856625795364,0.007838575169444084
90,0.007271876093000174,0.06294073909521103,0.007271876093000174,0.0077873640693724155,0.06469367444515228,0.0077873640693724155
91,0.007191043347120285,0.0626976490020752,0.007191043347120285,0.007607385516166687,0.06396441161632538,0.007607385516166687
92,0.007117022294551134,0.062420208007097244,0.007117022294551134,0.007511673495173454,0.06363829225301743,0.007511673495173454
93,0.007038585375994444,0.06207088381052017,0.007038585375994444,0.0074877263978123665,0.06379936635494232,0.0074877263978123665
94,0.006970686372369528,0.06174270063638687,0.006970686372369528,0.007459494285285473,0.06338351219892502,0.007459494285285473
95,0.0068779606372118,0.06123531237244606,0.0068779606372118,0.007255868054926395,0.06251247972249985,0.007255868054926395
96,0.006829376332461834,0.06104348227381706,0.006829376332461834,0.0072444430552423,0.06256630271673203,0.0072444430552423
97,0.00675768218934536,0.060653865337371826,0.00675768218934536,0.007203134708106518,0.06232713535428047,0.007203134708106518
98,0.006688395980745554,0.06036956608295441,0.006688395980745554,0.007140142843127251,0.06201890856027603,0.007140142843127251
99,0.006643220316618681,0.06001738831400871,0.006643220316618681,0.0071677034720778465,0.061958394944667816,0.0071677034720778465
100,0.006584790535271168,0.05971507728099823,0.006584790535271168,0.006975375581532717,0.06111792102456093,0.006975375581532717
101,0.00653863837942481,0.05952486768364906,0.00653863837942481,0.006879689171910286,0.06077738478779793,0.006879689171910286
102,0.006491055712103844,0.05926591157913208,0.006491055712103844,0.006901089567691088,0.06092073395848274,0.006901089567691088
103,0.006433403119444847,0.05902775377035141,0.006433403119444847,0.00686563178896904,0.06091194227337837,0.00686563178896904
104,0.006395027041435242,0.058992285281419754,0.006395027041435242,0.0068279411643743515,0.06078348308801651,0.0068279411643743515
