epoch,loss,mae,mse,val_loss,val_mae,val_mse
0,0.3108535408973694,0.43769553303718567,0.3108535408973694,0.2730748653411865,0.39882588386535645,0.2730748653411865
1,0.2815597653388977,0.39942440390586853,0.2815597653388977,0.2545374035835266,0.3668864667415619,0.2545374035835266
2,0.2703615128993988,0.3795908987522125,0.2703615128993988,0.24295037984848022,0.350111186504364,0.24295037984848022
3,0.26131221652030945,0.3684445023536682,0.26131221652030945,0.2341742366552353,0.34120041131973267,0.2341742366552353
4,0.2553611397743225,0.36305317282676697,0.2553611397743225,0.2302851676940918,0.33610811829566956,0.2302851676940918
5,0.2508612871170044,0.35703662037849426,0.2508612871170044,0.22766458988189697,0.3299283981323242,0.22766458988189697
6,0.24705925583839417,0.350323885679245,0.24705925583839417,0.22558823227882385,0.3246915638446808,0.22558823227882385
7,0.24397432804107666,0.34465059638023376,0.24397432804107666,0.2244538515806198,0.3220350742340088,0.2244538515806198
8,0.24123156070709229,0.34085798263549805,0.24123156070709229,0.2232481837272644,0.3200713098049164,0.2232481837272644
9,0.23880866169929504,0.33754104375839233,0.23880866169929504,0.22210508584976196,0.3179987072944641,0.22210508584976196
10,0.23675976693630219,0.33573803305625916,0.23675976693630219,0.22114871442317963,0.3177296817302704,0.22114871442317963
11,0.23507605493068695,0.33437150716781616,0.23507605493068695,0.22017361223697662,0.31557750701904297,0.22017361223697662
12,0.23370075225830078,0.3319265842437744,0.23370075225830078,0.2190769463777542,0.3139623701572418,0.2190769463777542
13,0.23210351169109344,0.33095014095306396,0.23210351169109344,0.21898746490478516,0.31602707505226135,0.21898746490478516
14,0.23082436621189117,0.33107274770736694,0.23082436621189117,0.2186107635498047,0.31683704257011414,0.2186107635498047
15,0.22972318530082703,0.32958540320396423,0.22972318530082703,0.21759602427482605,0.3146813213825226,0.21759602427482605
16,0.22878579795360565,0.32746177911758423,0.22878579795360565,0.2171756625175476,0.3129706382751465,0.2171756625175476
17,0.22751480340957642,0.32603031396865845,0.22751480340957642,0.21702778339385986,0.3140788972377777,0.21702778339385986
18,0.2266693413257599,0.3262748718261719,0.2266693413257599,0.21664530038833618,0.31476935744285583,0.21664530038833618
19,0.22563903033733368,0.3255501389503479,0.22563903033733368,0.2164326310157776,0.31514590978622437,0.2164326310157776
20,0.22462470829486847,0.3250928521156311,0.22462470829486847,0.21706968545913696,0.3183705806732178,0.21706968545913696
21,0.22392363846302032,0.3264273405075073,0.22392363846302032,0.21693529188632965,0.3210033178329468,0.21693529188632965
22,0.22276538610458374,0.32582637667655945,0.22276538610458374,0.21533508598804474,0.3188733756542206,0.21533508598804474
